year,imdb,title,test,clean_test,binary,budget_2013$,domgross_2013$,intgross_2013$,code
2005,tt0418763,Jarhead,nowomen,nowomen,FAIL,85898385,74740591,115661627,2005FAIL
2005,tt0418773,Junebug,ok,ok,PASS,1193033,3194955,4244757,2005PASS
2005,tt0425123,Just Like Heaven,ok,ok,PASS,69195921,57645130,120123026,2005PASS
2005,tt0360717,King Kong,nowomen,nowomen,FAIL,246957858,260176695,656785445,2005FAIL
2005,tt0320661,Kingdom of Heaven,nowomen,nowomen,FAIL,131233644,56547877,261099301,2005FAIL
2005,tt0373469,Kiss Kiss Bang Bang,notalk,notalk,FAIL,17895497,5053494,15635698,2005FAIL
2005,tt0399295,Lord of War,men,men,FAIL,50107391,28811311,74138215,2005FAIL
2005,tt0351283,Madagascar,nowomen,nowomen,FAIL,89477485,230965870,663994001,2005FAIL
2005,tt0331933,Man of the House,ok,ok,PASS,59651656,23502402,26365681,2005PASS
2005,tt0416320,Match Point,ok,ok,PASS,17895497,27547047,104974897,2005PASS
2005,tt0415978,Me and You and Everyone We Know,ok,ok,PASS,2386066,4635094,10051933,2005PASS
2005,tt0397535,Memoirs of a Geisha,ok,ok,PASS,101407816,68015836,192687798,2005PASS
2005,tt0366780,MirrorMask,ok,ok,PASS,4772133,1031925,1149158,2005PASS
2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous,ok,ok,PASS,71581988,57835867,120952557,2005PASS
2005,tt0356910,Mr. &amp; Mrs. Smith,men,men,FAIL,131233644,222305354,570671028,2005FAIL
2005,tt0408306,Munich,notalk,notalk,FAIL,89477485,56524824,155427270,2005FAIL
2005,tt0395972,North Country,ok,ok,PASS,35790994,21861428,30093356,2005PASS
2005,tt0380599,Oliver Twist,notalk,notalk,FAIL,77547153,2470676,31819291,2005FAIL
2005,tt0414387,Pride and Prejudice,ok,ok,PASS,33404928,45779857,144259786,2005PASS
2005,tt0377107,Proof,ok,ok,PASS,23860663,8989900,9883481,2005PASS
2005,tt0421239,Red Eye,ok,ok,PASS,31018861,69066839,114001241,2005PASS
2005,tt0294870,Rent,ok,ok,PASS,47721325,34690477,37784099,2005PASS
2005,tt0358082,Robots,notalk-disagree,notalk,FAIL,95442650,152946861,311023751,2005FAIL
2005,tt0432348,Saw II,dubious-disagree,dubious,FAIL,5965166,103823819,182444702,2005FAIL
2005,tt0379786,Serenity,ok,ok,PASS,46528292,30439664,45949095,2005PASS
2005,tt0338427,Shopgirl,men,men,FAIL,8947748,12269777,14028182,2005FAIL
2005,tt0401792,Sin City,ok-disagree,ok,PASS,47721325,88408312,189398567,2005PASS
2005,tt0474361,Sisters in Law,ok,ok,PASS,357910,39742,39742,2005PASS
2005,tt0405325,Sky High,ok,ok,PASS,71581988,76281887,97384257,2005PASS
2005,tt0362165,Son of the Mask,notalk,notalk,FAIL,119303313,20303541,71484662,2005FAIL
2005,tt0121766,Star Wars: Episode III - Revenge of the Sith,notalk-disagree,notalk,FAIL,137198810,453675396,1012883787,2005FAIL
2005,tt0382992,Stealth,notalk,notalk,FAIL,164638572,38316342,91167710,2005FAIL
2005,tt0369994,Strangers with Candy,ok,ok,PASS,2386066,2472734,2478937,2005PASS
2005,tt0427944,Thank You for Smoking,notalk,notalk,FAIL,8947748,29579478,47741203,2005FAIL
2005,tt0405422,The 40 Year Old Virgin,men-disagree,men,FAIL,31018861,130576566,211596412,2005FAIL
2005,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,notalk,notalk,FAIL,59651656,46740275,82827477,2005FAIL
2005,tt0384806,The Amityville Horror,ok,ok,PASS,22071113,77825570,130250195,2005PASS
2005,tt0357110,The Ballad of Jack and Rose,ok,ok,PASS,1789550,849790,1343663,2005PASS
2005,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",ok,ok,PASS,214745963,348020836,893351507,2005PASS
2005,tt0387131,The Constant Gardener,ok,ok,PASS,30422345,40061811,96730885,2005PASS
2005,tt0435625,The Descent,ok,ok,PASS,8351232,31048038,68038213,2005PASS
2005,tt0395584,The Devil&#39;s Rejects,ok,ok,PASS,8351232,20335227,24982624,2005PASS
2005,tt0404032,The Exorcism of Emily Rose,ok,ok,PASS,21474596,89563925,172497916,2005PASS
2005,tt0432291,The Fog,ok,ok,PASS,21474596,35207734,44200119,2005PASS
2005,tt0371724,The Hitchhiker&#39;s Guide to the Galaxy,notalk-disagree,notalk,FAIL,53686491,60867491,124098247,2005FAIL
2005,tt0399201,The Island,ok,ok,PASS,143163975,42733150,194486964,2005PASS
2005,tt0366627,The Jacket,men,men,FAIL,34001444,7517458,18435915,2005FAIL
2005,tt0386140,The Legend of Zorro,notalk,notalk,FAIL,95442650,54372886,168784763,2005FAIL
2005,tt0402399,The New World,dubious,dubious,FAIL,35790994,15165948,31238857,2005FAIL
2005,tt0377109,The Ring Two,ok,ok,PASS,59651656,90600996,193201845,2005PASS
2005,tt0397101,The Skeleton Key,ok,ok,PASS,47721325,57155491,110065560,2005PASS
2005,tt0367089,The Squid and the Whale,men,men,FAIL,1789550,8795916,13351738,2005FAIL
2005,tt0372532,The Wedding Date,ok,ok,PASS,17895497,37851356,56281383,2005PASS
2005,tt0407265,Transamerica,ok,ok,PASS,1193033,10755555,19748472,2005PASS
2005,tt0423409,Tristram Shandy: A Cock and Bull Story,men,men,FAIL,5666907,1495363,3652785,2005FAIL
2005,tt0434409,V for Vendetta,ok-disagree,ok,PASS,59651656,84122001,154177511,2005PASS
2005,tt0348333,Waiting...,ok,ok,PASS,1342162,19237114,22277835,2005PASS
2005,tt0358273,Walk the Line,ok,ok,PASS,34597961,142590606,223941260,2005PASS
2005,tt0407304,War of the Worlds,notalk,notalk,FAIL,157480373,279504224,723976090,2005FAIL
2005,tt0240200,Water,ok,ok,PASS,3579099,6596452,9686481,2005PASS
2005,tt0375210,White Noise,notalk,notalk,FAIL,11930331,66922430,109871622,2005FAIL
2005,tt0443295,"Yours, Mine and Ours",ok,ok,PASS,53686491,63660149,86327778,2005PASS
2005,tt0406375,Zathura: A Space Adventure,nowomen,nowomen,FAIL,77547153,33459258,69846769,2005FAIL
2004,tt0337563,13 Going on 30,ok,ok,PASS,36995786,70464299,118928779,2004PASS
2004,tt0212712,2046,ok,ok,PASS,14798315,1778681,23680825,2004PASS
2004,tt0343660,50 First Dates,men-disagree,men,FAIL,92489466,148941129,242105970,2004FAIL
2004,tt0356470,A Cinderella Story,ok,ok,PASS,23430665,63433191,86407246,2004PASS
2004,tt0359423,A Home at the End of The World,dubious,dubious,FAIL,8015754,1268976,1274887,2004FAIL
2004,tt0344510,A Very Long Engagement,ok,ok,PASS,67825608,7606108,73506419,2004PASS
2004,tt0357413,Anchorman: The Legend of Ron Burgundy,men-disagree,men,FAIL,30829822,103757037,110205951,2004FAIL
2004,tt0327437,Around the World in 80 Days,notalk,notalk,FAIL,135651216,29601758,88795016,2004FAIL
2004,tt0370263,AVP: Alien vs. Predator,dubious-disagree,dubious,FAIL,86323501,99002076,212779439,2004FAIL
2004,tt0414852,Banlieue 13,nowomen,nowomen,FAIL,18497893,1480098,13821985,2004FAIL
2004,tt0381681,Before Sunset,nowomen,nowomen,FAIL,2466386,7143667,13927421,2004FAIL
2004,tt0317198,Bridget Jones: The Edge of Reason,ok,ok,PASS,61659644,49578078,325432881,2004PASS
2004,tt0327554,Catwoman,ok,ok,PASS,123319288,49577287,101301096,2004PASS
2004,tt0337921,Cellular,ok,ok,PASS,55493679,39466636,75811746,2004PASS
2004,tt0376541,Closer,ok,ok,PASS,43161751,41913460,142404808,2004PASS
2004,tt0369339,Collateral,nowomen-disagree,nowomen,FAIL,73991573,123529118,268429281,2004FAIL
2004,tt0345074,Connie and Carla,ok,ok,PASS,24663858,9924151,9924151,2004PASS
2004,tt0375679,Crash,ok,ok,PASS,9006109,68238010,124765870,2004PASS
2004,tt0367631,D.E.B.S.,ok,ok,PASS,4316175,119364,119364,2004PASS
2004,tt0363547,Dawn of the Dead,ok,ok,PASS,34529401,72746991,127577349,2004PASS
2004,tt0364725,Dodgeball: A True Underdog Story,ok,ok,PASS,36995786,140986916,206919534,2004PASS
2004,tt0327679,Ella Enchanted,ok,ok,PASS,43161751,28256983,28256983,2004PASS
2004,tt0338013,Eternal Sunshine of the Spotless Mind,men,men,FAIL,24663858,42380545,90014995,2004FAIL
2004,tt0349416,Eulogy,ok,ok,PASS,12331929,86973,86973,2004PASS
2004,tt0308644,Finding Neverland,ok,ok,PASS,30829822,63727222,141861709,2004PASS
2004,tt0377062,Flight of the Phoenix,nowomen,nowomen,FAIL,92489466,25908371,41939879,2004FAIL
2004,tt0333766,Garden State,ok,ok,PASS,3082982,33027761,44430462,2004PASS
2004,tt0366551,Harold and Kumar Go to White Castle,ok-disagree,ok,PASS,11098736,22475144,22475144,2004PASS
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban,ok,ok,PASS,160315074,307729658,982470644,2004PASS
2004,tt0167190,Hellboy,notalk,notalk,FAIL,73991573,73527840,123102194,2004FAIL
2004,tt0299172,Home on the Range,ok,ok,PASS,135651216,61692142,94317626,2004PASS
2004,tt0356721,I Heart Huckabees,ok,ok,PASS,27130243,15766017,24706665,2004PASS
2004,tt0343818,"I, Robot",notalk-disagree,notalk,FAIL,129485252,178567590,429892298,2004FAIL
2004,tt0385267,In Good Company,notalk,notalk,FAIL,32063015,56097638,78295110,2004FAIL
2004,tt0362269,Kinsey,ok,ok,PASS,13565122,12596630,16032690,2004PASS
2004,tt0373074,Kung Fu Hustle,nowomen-disagree,nowomen,FAIL,24663858,21093356,124558238,2004FAIL
2004,tt0375912,Layer Cake,notalk,notalk,FAIL,8015754,2885618,14613600,2004FAIL
2004,tt0339291,Lemony Snicket&#39;s A Series of Unfortunate Events,ok,ok,PASS,123319288,146290116,248645124,2004PASS
2004,tt0390221,Maria Full of Grace,ok,ok,PASS,3946217,8052286,17808733,2004PASS
2004,tt0377092,Mean Girls,ok,ok,PASS,22197472,106112827,161490339,2004PASS
2004,tt0405159,Million Dollar Baby,ok,ok,PASS,36995786,123926269,286120974,2004PASS
2004,tt0349825,Miracle,notalk,notalk,FAIL,34529401,79390606,79509747,2004FAIL
2004,tt0382189,My Summer of Love,ok,ok,PASS,2096428,1234321,6106125,2004PASS
2004,tt0374900,Napoleon Dynamite,notalk-disagree,notalk,FAIL,493277,54927590,56878201,2004FAIL
2004,tt0363282,New York Minute,notalk-disagree,notalk,FAIL,49327715,17287347,26163275,2004FAIL
2004,tt0390384,Primer,notalk,notalk,FAIL,8632,523811,697797,2004FAIL
2004,tt0350028,Raising Helen,ok,ok,PASS,61659644,46226886,53446952,2004PASS
2004,tt0350258,Ray,dubious,dubious,FAIL,49327715,92866817,153930950,2004FAIL
2004,tt0318627,Resident Evil: Apocalypse,ok,ok,PASS,61659644,62572303,159007986,2004PASS
2004,tt0332375,Saved!,ok-disagree,ok,PASS,6165964,10958349,12613378,2004PASS
2004,tt0387564,Saw,men-disagree,men,FAIL,1479831,68053804,127137678,2004FAIL
2004,tt0363988,Secret Window,notalk,notalk,FAIL,49327715,59141502,113591309,2004FAIL
2004,tt0307453,Shark Tale,notalk,notalk,FAIL,92489466,199052129,453599307,2004FAIL
2004,tt0365748,Shaun of the Dead,ok-disagree,ok,PASS,6165964,16700976,37405681,2004PASS
2004,tt0298148,Shrek 2,ok-disagree,ok,PASS,86323501,544117065,1155511754,2004PASS
2004,tt0375063,Sideways,ok,ok,PASS,20964279,88176131,135496025,2004PASS
2004,tt0346156,Sky Captain and the World of Tomorrow,ok-disagree,ok,PASS,86323501,46565462,61327735,2004PASS
2004,tt0371246,Spanglish,ok,ok,PASS,92489466,51848757,67017030,2004PASS
2004,tt0316654,Spider-Man 2,notalk-disagree,notalk,FAIL,246638575,460627734,966459425,2004FAIL
2004,tt0372588,Team America: World Police,men,men,FAIL,24663858,40417692,61998567,2004FAIL
2004,tt0338751,The Aviator,notalk,notalk,FAIL,135651216,126536475,264654077,2004FAIL
2004,tt0372183,The Bourne Supremacy,men,men,FAIL,104821395,217149789,355883988,2004FAIL
2004,tt0289879,The Butterfly Effect,men-disagree,men,FAIL,16031507,71432302,118444284,2004FAIL
2004,tt0296572,The Chronicles of Riddick,men-disagree,men,FAIL,147983145,71170953,132214001,2004FAIL
2004,tt0319262,The Day After Tomorrow,ok,ok,PASS,154149110,230287423,686049183,2004PASS
2004,tt0391198,The Grudge,ok,ok,PASS,12331929,136094379,230953737,2004PASS
2004,tt0317705,The Incredibles,ok-disagree,ok,PASS,113453745,322407292,779510522,2004PASS
2004,tt0362270,The Life Aquatic with Steve Zissou,men,men,FAIL,61659644,29604924,42923407,2004FAIL
2004,tt0332280,The Notebook,dubious,dubious,FAIL,36995786,99890827,126127005,2004FAIL
2004,tt0293508,The Phantom of the Opera,men-disagree,men,FAIL,67825608,63171287,195122925,2004FAIL
2004,tt0338348,The Polar Express,notalk,notalk,FAIL,209642789,240410531,393449767,2004FAIL
2004,tt0368933,The Princess Diaries 2: Royal Engagement,ok,ok,PASS,55493679,117337605,150537624,2004PASS
2004,tt0327162,The Stepford Wives,ok,ok,PASS,123319288,73344915,118660249,2004PASS
2004,tt0362227,The Terminal,notalk,notalk,FAIL,92489466,95047057,269667169,2004FAIL
2004,tt0368447,The Village,ok,ok,PASS,88398934,140827568,317721828,2004PASS
2004,tt0327247,The Whole Ten Yards,notalk,notalk,FAIL,36995786,20130602,32462531,2004FAIL
2004,tt0332452,Troy,notalk,notalk,FAIL,184978932,164382856,597064223,2004FAIL
2004,tt0338526,Van Helsing,ok,ok,PASS,209642789,148168797,370143515,2004PASS
2004,tt0383694,Vera Drake,ok,ok,PASS,13565122,4629167,16467879,2004PASS
2004,tt0381707,White Chicks,ok,ok,PASS,24663858,85274051,137438109,2004PASS
2004,tt0360201,Wimbledon,ok,ok,PASS,43161751,20794820,51382801,2004PASS
2003,tt0322259,2 Fast 2 Furious,notalk,notalk,FAIL,96222609,160945047,299075134,2003FAIL
2003,tt0315733,21 grams,dubious,dubious,FAIL,25321739,20572268,75544402,2003FAIL
2003,tt0319061,Big Fish,notalk-disagree,notalk,FAIL,88626087,84109786,156276743,2003FAIL
2003,tt0310778,Bon voyage,ok,ok,PASS,25321739,2980024,10586685,2003PASS
2003,tt0315327,Bruce Almighty,ok,ok,PASS,102553043,307285628,612120077,2003PASS
2003,tt0305357,Charlie&#39;s Angels: Full Throttle,ok,ok,PASS,151930435,127639706,287654957,2003PASS
2003,tt0159365,Cold Mountain,ok,ok,PASS,101286957,121079205,204640944,2003PASS
2003,tt0306685,Cradle 2 the Grave,notalk,notalk,FAIL,31652174,43879701,71451544,2003FAIL
2003,tt0317303,Daddy Day Care,ok,ok,PASS,75965217,131861413,207999839,2003PASS
2003,tt0287978,Daredevil,nowomen-disagree,nowomen,FAIL,101286957,129829011,231418562,2003FAIL
2003,tt0282209,Darkness Falls,notalk,notalk,FAIL,8862609,41198066,41198066,2003FAIL
2003,tt0285531,Dreamcatcher,nowomen,nowomen,FAIL,86093913,42648478,95824131,2003FAIL
2003,tt0309593,Final Destination 2,ok,ok,PASS,32918261,59375255,114450037,2003PASS
2003,tt0266543,Finding Nemo,notalk-disagree,notalk,FAIL,119012174,481783272,1147664217,2003FAIL
2003,tt0322330,Freaky Friday,ok,ok,PASS,32918261,139551191,203615191,2003PASS
2003,tt0335119,Girl with a Pearl Earring,ok,ok,PASS,15193043,14730114,54798208,2003PASS
2003,tt0301357,Goodbye Lenin!,ok-disagree,ok,PASS,8102957,5145199,100507729,2003PASS
2003,tt0311289,Holes,men-disagree,men,FAIL,25321739,85313907,91644342,2003FAIL
2003,tt0329717,Hollywood Homicide,notalk,notalk,FAIL,94956522,38245683,64706900,2003FAIL
2003,tt0315983,House of Sand and Fog,ok,ok,PASS,20890435,16466075,20457336,2003PASS
2003,tt0251127,How to Lose a Guy in 10 Days,men-disagree,men,FAIL,63304348,133961521,224198644,2003FAIL
2003,tt0286716,Hulk,notalk,notalk,FAIL,173453913,167347872,310481535,2003FAIL
2003,tt0309698,Identity,notalk,notalk,FAIL,35450435,66002713,104051689,2003FAIL
2003,tt0199626,In the Cut,ok,ok,PASS,15193043,5972708,29998216,2003PASS
2003,tt0301470,Jeepers Creepers II,ok,ok,PASS,31652174,45102830,45102830,2003PASS
2003,tt0266697,Kill Bill: Vol. 1,ok-disagree,ok,PASS,69634783,88750338,228019903,2003PASS
2003,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,nowomen-disagree,nowomen,FAIL,113947826,83123367,198084062,2003FAIL
2003,tt0333780,"Legally Blonde 2: Red, White &amp; Blonde",ok,ok,PASS,31652174,114756967,158690184,2003PASS
2003,tt0286244,Les triplettes de Belleville,ok,ok,PASS,2532174,9244066,18282439,2003PASS
2003,tt0335266,Lost In Translation,dubious-disagree,dubious,FAIL,5064348,56449060,142498954,2003FAIL
2003,tt0314331,Love Actually,ok-disagree,ok,PASS,56973913,75297075,313948928,2003PASS
2003,tt0311113,Master and Commander: The Far Side of the World,nowomen,nowomen,FAIL,170921739,118918972,269565280,2003FAIL
2003,tt0304415,Mona Lisa Smile,ok,ok,PASS,82295652,80780273,178778023,2003PASS
2003,tt0340855,Monster,ok,ok,PASS,6330435,43641017,73437720,2003PASS
2003,tt0327056,Mystic River,ok,ok,PASS,37982609,114118990,198566990,2003PASS
2003,tt0316396,Peter Pan,ok,ok,PASS,126608696,61301208,120601727,2003PASS
2003,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,men-disagree,men,FAIL,158260870,386677167,803907108,2003FAIL
2003,tt0366920,Pride and Prejudice,ok,ok,PASS,35450435,48583127,153093346,2003PASS
2003,tt0257076,S.W.A.T.,ok,ok,PASS,88626087,147977201,262275924,2003PASS
2003,tt0306047,Scary Movie 3,ok,ok,PASS,56973913,139269669,196496696,2003PASS
2003,tt0327137,Secondhand Lions,notalk,notalk,FAIL,37982609,53265467,60648814,2003FAIL
2003,tt0300471,Shanghai Knights,notalk,notalk,FAIL,63304348,76560557,111816793,2003FAIL
2003,tt0323944,Shattered Glass,men,men,FAIL,7596522,2795488,3713077,2003FAIL
2003,tt0165982,Sinbad: Legend of the Seven Seas,men,men,FAIL,75965217,33530353,102259164,2003FAIL
2003,tt0337741,Something&#39;s Gotta Give,dubious,dubious,FAIL,101286957,157862359,337646706,2003FAIL
2003,tt0338459,Spy Kids 3-D: Game Over,ok,ok,PASS,50643478,141498677,212515222,2003PASS
2003,tt0324133,Swimming Pool,ok,ok,PASS,9875478,12825598,28412666,2003PASS
2003,tt0181852,Terminator 3: Rise of the Machines,ok,ok,PASS,215234783,190366677,548289460,2003PASS
2003,tt0298814,The Core,ok,ok,PASS,107617391,39389560,93858357,2003PASS
2003,tt0317740,The Italian Job,notalk-disagree,notalk,FAIL,75965217,134364760,223164081,2003FAIL
2003,tt0283426,The Jungle Book 2,nowomen-disagree,nowomen,FAIL,25321739,60647568,171812557,2003FAIL
2003,tt0325710,The Last Samurai,nowomen,nowomen,FAIL,177252174,140675650,578361911,2003FAIL
2003,tt0311429,The League of Extraordinary Gentlemen,nowomen,nowomen,FAIL,98754783,84150728,226965337,2003FAIL
2003,tt0167260,The Lord of the Rings: The Return of the King,notalk,notalk,FAIL,119012174,478385772,1445122625,2003FAIL
2003,tt0234215,The Matrix Reloaded,ok-disagree,ok,PASS,160793043,356471453,935102616,2003PASS
2003,tt0242653,The Matrix Revolutions,ok-disagree,ok,PASS,139269565,176314964,537149747,2003PASS
2003,tt0338188,The Missing,ok,ok,PASS,82295652,34058165,48432173,2003PASS
2003,tt0332379,The School of Rock,dubious,dubious,FAIL,25321739,102883716,166061455,2003FAIL
2003,tt0328538,Thirteen,ok,ok,PASS,2532174,5825321,12035418,2003PASS
2003,tt0300556,Timeline,notalk,notalk,FAIL,101286957,24664310,33808553,2003FAIL
2003,tt0339840,Undead,ok,ok,PASS,949565,52158,290250,2003PASS
2003,tt0320691,Underworld,dubious,dubious,FAIL,27853913,65799413,121175229,2003FAIL
2003,tt0295700,Wrong Turn,ok,ok,PASS,12660870,19520239,36272829,2003PASS
2003,tt0290334,X2 (X-Men 2),ok-disagree,ok,PASS,158260870,272145004,516198274,2003PASS
2002,tt0307901,25th Hour,men,men,FAIL,5828306,16946895,32825657,2002FAIL
2002,tt0289043,28 Days Later...,ok,ok,PASS,10361434,58367141,107442412,2002PASS
2002,tt0283832,8 femmes,ok-disagree,ok,PASS,10361434,3984522,54885065,2002PASS
2002,tt0298203,8 Mile,notalk,notalk,FAIL,53102348,151178596,314630213,2002FAIL
2002,tt0257360,About Schmidt,notalk,notalk,FAIL,38855376,84193406,137060380,2002FAIL
2002,tt0268126,Adaptation,dubious,dubious,FAIL,23960815,29139615,29139615,2002FAIL
2002,tt0286261,All or Nothing,ok,ok,PASS,11656613,238643,238643,2002PASS
2002,tt0168786,Antwone Fisher,notalk,notalk,FAIL,16189740,27299975,30265212,2002FAIL
2002,tt0295178,Austin Powers in Goldmember,notalk,notalk,FAIL,81596291,276025731,379148984,2002FAIL
2002,tt0286499,Bend It Like Beckham,ok,ok,PASS,7253004,42149599,99379590,2002PASS
2002,tt0187738,Blade II,notalk,notalk,FAIL,69939678,105786208,199896148,2002FAIL
2002,tt0300532,Blue Crush,ok,ok,PASS,38855376,51960544,66855105,2002PASS
2002,tt0303816,Cabin Fever,ok,ok,PASS,1942769,27403645,39310844,2002PASS
2002,tt0319970,Carrie,ok,ok,PASS,38855376,45676592,110092382,2002PASS
2002,tt0264464,Catch Me If You Can,notalk-disagree,notalk,FAIL,67349319,213195306,454746230,2002FAIL
2002,tt0299658,Chicago,ok,ok,PASS,38855376,221070926,398510478,2002PASS
2002,tt0275022,Crossroads,ok,ok,PASS,15542151,48165989,73825215,2002PASS
2002,tt0266452,Death to Smoochy,men,men,FAIL,64758961,10822278,10845911,2002FAIL
2002,tt0246460,Die Another Day,men-disagree,men,FAIL,183915449,208448913,559442481,2002FAIL
2002,tt0303933,Drumline,notalk,notalk,FAIL,25903584,73045727,73045727,2002FAIL
2002,tt0238380,Equilibrium,notalk,notalk,FAIL,25903584,1541287,6923858,2002FAIL
2002,tt0297884,Far from Heaven,ok,ok,PASS,17484919,20595744,37596351,2002PASS
2002,tt0120679,Frida,men-disagree,men,FAIL,15542151,33525714,72155308,2002FAIL
2002,tt0327753,Funny Ha Ha,ok,ok,PASS,38855,99819,99819,2002PASS
2002,tt0217505,Gangs of New York,notalk,notalk,FAIL,125632384,100674928,246602123,2002FAIL
2002,tt0302674,Gerry,nowomen,nowomen,FAIL,9066255,329860,329860,2002FAIL
2002,tt0295297,Harry Potter and the Chamber of Secrets,ok-disagree,ok,PASS,129517922,339321257,1138436153,2002PASS
2002,tt0257756,High Crimes,ok,ok,PASS,54397527,53805898,82607955,2002PASS
2002,tt0297181,I Spy,notalk,notalk,FAIL,90662545,43467687,78073173,2002FAIL
2002,tt0268380,Ice Age,nowomen,nowomen,FAIL,84186649,228453301,500089862,2002FAIL
2002,tt0280760,Igby Goes Down,men,men,FAIL,11656613,6187673,6187673,2002FAIL
2002,tt0278504,Insomnia,notalk,notalk,FAIL,59578244,87117875,147161499,2002FAIL
2002,tt0275847,Lilo and Stitch,ok-disagree,ok,PASS,103614337,188800252,318355051,2002PASS
2002,tt0252076,Maid in Manhattan,ok,ok,PASS,71234857,121659935,212199853,2002PASS
2002,tt0303361,May,ok,ok,PASS,2266564,188500,644143,2002PASS
2002,tt0120912,Men in Black II,notalk,notalk,FAIL,181325090,246626476,572168477,2002FAIL
2002,tt0181689,Minority Report,notalk-disagree,notalk,FAIL,132108280,170995666,464742312,2002FAIL
2002,tt0280590,Mr Deeds,men,men,FAIL,64758961,163572654,221824742,2002FAIL
2002,tt0259446,My Big Fat Greek Wedding,ok,ok,PASS,6475896,312705749,456217193,2002PASS
2002,tt0258000,Panic Room,ok,ok,PASS,62168602,123441416,254254517,2002PASS
2002,tt0183649,Phone Booth,notalk,notalk,FAIL,14246971,60311590,126716628,2002FAIL
2002,tt0238546,Queen of the Damned,ok,ok,PASS,45331273,39254038,39254038,2002PASS
2002,tt0252444,Rabbit-Proof Fence,ok,ok,PASS,9066255,8029593,21845695,2002PASS
2002,tt0296166,Real Women Have Curves,ok,ok,PASS,3885538,7580935,7580935,2002PASS
2002,tt0289765,Red Dragon,notalk,notalk,FAIL,101023979,120393928,267396769,2002FAIL
2002,tt0253556,Reign of Fire,notalk,notalk,FAIL,77710753,55772984,106399210,2002FAIL
2002,tt0120804,Resident Evil,ok,ok,PASS,45331273,51962213,134423285,2002PASS
2002,tt0267913,Scooby-Doo,ok,ok,PASS,108795054,198543415,357850459,2002PASS
2002,tt0286106,Signs,notalk,notalk,FAIL,91572563,295256424,528777236,2002FAIL
2002,tt0281373,Snow Dogs,notalk,notalk,FAIL,41445735,105104690,151403896,2002FAIL
2002,tt0307479,Solaris,notalk,notalk,FAIL,60873423,19388882,19388882,2002FAIL
2002,tt0145487,Spider-Man,notalk,notalk,FAIL,180029911,522872106,1064074398,2002FAIL
2002,tt0166813,Spirit: Stallion of the Cimarron,nowomen-disagree,nowomen,FAIL,103614337,94826948,137956416,2002FAIL
2002,tt0283003,Spun,ok,ok,PASS,5828306,531336,1324514,2002PASS
2002,tt0287717,Spy Kids 2: Island of Lost Dreams,ok,ok,PASS,49216810,111186338,155060534,2002PASS
2002,tt0253754,Star Trek: Nemesis,notalk,notalk,FAIL,77710753,56022212,87182173,2002FAIL
2002,tt0121765,Star Wars: Episode II - Attack of the Clones,dubious-disagree,dubious,FAIL,148945610,402382056,850538512,2002FAIL
2002,tt0180052,The Adventures of Pluto Nash,men,men,FAIL,129517922,5713168,9189290,2002FAIL
2002,tt0280460,The Banger Sisters,ok,ok,PASS,12951792,39252065,49303870,2002PASS
2002,tt0258463,The Bourne Identity,notalk,notalk,FAIL,77710753,157324072,276261727,2002FAIL
2002,tt0238924,The Dangerous Lives of Altar Boys,notalk,notalk,FAIL,15542151,2304492,2304492,2002FAIL
2002,tt0279113,The Good Girl,ok,ok,PASS,10361434,18156206,21831701,2002PASS
2002,tt0274558,The Hours,ok,ok,PASS,32379480,53977881,125671845,2002PASS
2002,tt0278500,The Importance of Being Earnest,ok,ok,PASS,19427688,10851194,10851194,2002PASS
2002,tt0167261,The Lord of the Rings: The Two Towers,notalk-disagree,notalk,FAIL,121746846,443662324,1200694576,2002FAIL
2002,tt0289408,The Powerpuff Girls,ok,ok,PASS,32379480,14780124,21274227,2002PASS
2002,tt0258068,The Quiet American,men,men,FAIL,25903584,16821330,34125645,2002FAIL
2002,tt0298130,The Ring,ok,ok,PASS,62168602,167199897,321487424,2002PASS
2002,tt0292644,The Rules of Attraction,dubious,dubious,FAIL,5180717,8452031,15281897,2002FAIL
2002,tt0304669,The Santa Clause 2,notalk,notalk,FAIL,84186649,180322432,223840454,2002FAIL
2002,tt0253867,The Sweetest Thing,ok,ok,PASS,55692706,31641581,57808305,2002PASS
2002,tt0293662,The Transporter,nowomen,nowomen,FAIL,27198764,32763432,56895840,2002FAIL
2002,tt0290095,The Tuxedo,nowomen,nowomen,FAIL,77710753,65517936,135255080,2002FAIL
2002,tt0133240,Treasure Planet,notalk,notalk,FAIL,129517922,49372949,118897452,2002FAIL
2002,tt0283084,Tuck Everlasting,ok,ok,PASS,19427688,24818223,25054743,2002PASS
2002,tt0313737,Two Weeks Notice,ok,ok,PASS,77710753,120911349,257796757,2002PASS
2002,tt0277434,We Were Soldiers,ok,ok,PASS,90662545,101179654,148502998,2002PASS
2002,tt0298228,Whale Rider,ok,ok,PASS,5569271,26913392,51667906,2002PASS
2002,tt0283139,White Oleander,ok,ok,PASS,20722867,21186244,28050694,2002PASS
2002,tt0295701,xXx,notalk,notalk,FAIL,90662545,183824786,346071886,2002FAIL
